Description,SampleDate,salinityLoad,phosphateLoad,particulateOrganicPhosphorusLoad,ammoniumLoad,particulateOrganicNitrogenLoad,dissolvedSilicaLoad,chlorophyllaLoad,Flow
The River Murray at Barrages,2018-02-21,959.168,11.6345,225.2988,20.141,3052.3691,1897.2255,99.2715,1297.1
The River Murray at Barrages,2018-02-22,1060.897,13.1005,257.8474,22.5666,3493.4198,2138.0162,114.201,1608.9
The River Murray at Barrages,2018-02-23,1119.342,13.6908,274.174,23.4605,3714.6838,2232.632,122.1057,1657.6
The River Murray at Barrages,2018-02-24,693.064,8.1941,167.3135,13.9518,2266.7843,1380.6478,74.2096,1132.8
The River Murray at Barrages,2018-02-25,769.806,8.9417,185.6591,15.1301,2515.3768,1539.8431,82.2887,1239.2
The River Murray at Barrages,2018-02-26,1147.076,13.2164,280.0496,22.2743,3794.282,2227.263,125.8225,1694.0
The River Murray at Barrages,2018-02-27,1405.971,15.7251,340.2102,26.4883,4609.3483,2745.8385,152.5496,2082.2
The River Murray at Barrages,2018-02-28,626.62,6.9156,152.3426,11.5759,2063.9877,1229.6745,68.2995,949.8
The River Murray at Barrages,2018-03-01,841.791,9.0314,201.7945,15.1082,2734.0198,1696.4238,89.4293,1415.8
The River Murray at Barrages,2018-03-02,1083.294,11.7582,258.4101,19.686,3501.0381,2182.5945,114.7917,1686.9
The River Murray at Barrages,2018-03-03,828.315,9.1669,197.6584,15.3453,2677.9684,1694.3382,87.6898,1339.6
The River Murray at Barrages,2018-03-04,862.299,9.7529,206.0217,16.3787,2791.2835,1833.8365,90.5727,1441.2
The River Murray at Barrages,2018-03-05,842.451,9.5428,197.9866,16.0372,2682.4382,1787.9101,86.9503,1322.4
The River Murray at Barrages,2018-03-06,1047.745,11.9542,244.5974,20.2043,3313.9733,2241.3941,107.3949,1447.5
The River Murray at Barrages,2018-03-07,1415.652,16.339,330.7339,27.6415,4480.8996,2969.8015,147.1629,1730.9
The River Murray at Barrages,2018-03-08,1415.258,16.3637,325.3946,27.7227,4408.593,2974.3852,144.5458,1707.2
The River Murray at Barrages,2018-03-09,1391.123,16.589,324.2439,28.1503,4393.0339,3015.9734,143.8097,1711.9
The River Murray at Barrages,2018-03-10,1312.175,15.8373,304.105,26.9016,4120.1883,2881.9713,134.565,1677.6
The River Murray at Barrages,2018-03-11,982.604,12.212,230.2032,20.7353,3118.8562,2218.5416,101.6937,1155.9
The River Murray at Barrages,2018-03-12,1133.148,14.0176,260.0322,23.888,3522.9973,2562.2169,114.411,1345.1
The River Murray at Barrages,2018-03-13,968.305,12.3132,223.2029,20.8611,3024.0588,2241.823,97.8319,1168.0
The River Murray at Barrages,2018-03-14,665.48,8.6087,150.5718,14.2782,2040.023,1542.1671,65.6035,751.1
The River Murray at Barrages,2018-03-15,699.587,8.7722,151.0045,14.5709,2045.8342,1568.6536,65.7853,745.6
The River Murray at Barrages,2018-03-16,524.547,6.7874,113.0886,11.1249,1532.165,1232.3387,48.0176,570.7
The River Murray at Barrages,2018-03-17,363.674,4.9557,79.6948,7.9794,1079.7331,911.8318,32.7859,389.7
The River Murray at Barrages,2018-03-18,71.692,0.9857,15.6346,1.5881,211.8231,180.3073,6.4434,0.0
The River Murray at Barrages,2018-03-19,98.972,1.4267,21.6995,2.2097,293.9862,245.8415,9.1284,59.0
The River Murray at Barrages,2018-03-20,76.011,1.1658,16.5786,1.6819,224.6094,186.7265,7.032,4.6
The River Murray at Barrages,2018-03-21,247.888,3.4478,51.4671,5.4415,697.2926,618.8712,20.9427,47.4
The River Murray at Barrages,2018-03-22,323.8,4.4622,67.6991,7.3399,917.2086,832.6479,27.317,331.6
The River Murray at Barrages,2018-03-23,287.488,4.1106,60.4573,6.6109,819.0928,752.8045,24.2603,249.7
The River Murray at Barrages,2018-03-24,114.232,1.8511,23.9047,2.5335,323.874,295.7579,9.6108,5.5
The River Murray at Barrages,2018-03-25,32.316,0.4315,5.5729,0.6016,75.5041,68.7262,2.299,0.0
The River Murray at Barrages,2018-03-26,48.322,0.7455,9.5019,1.0394,128.7375,119.135,3.9047,0.0
The River Murray at Barrages,2018-03-27,216.575,2.9974,41.0611,4.7116,556.3121,537.2386,16.2731,185.5
The River Murray at Barrages,2018-03-28,236.336,3.2079,45.3209,5.3685,614.025,601.9801,17.9703,235.3
The River Murray at Barrages,2018-03-29,292.396,3.7126,51.4575,6.1951,697.171,680.4722,21.1601,286.1
The River Murray at Barrages,2018-03-30,258.74,3.6221,49.0533,6.0142,664.6007,645.4511,21.1245,295.7
The River Murray at Barrages,2018-03-31,302.848,4.5016,59.9176,7.4481,811.8024,802.8556,25.6765,367.4
The River Murray at Barrages,2018-04-01,303.081,4.3204,56.9407,7.2037,771.4492,776.0836,24.3726,344.3
The River Murray at Barrages,2018-04-02,247.532,3.7875,46.2657,5.9832,626.8292,672.9364,19.8634,270.9
The River Murray at Barrages,2018-04-03,311.363,5.1665,58.7759,7.7824,796.3134,908.7775,25.237,346.5
The River Murray at Barrages,2018-04-04,532.404,11.2088,101.5351,11.4411,1375.6463,1664.9349,41.5811,396.7
The River Murray at Barrages,2018-04-05,360.392,6.4325,67.0044,10.3548,907.8242,1145.3737,27.731,349.0
The River Murray at Barrages,2018-04-06,361.946,6.484,66.8122,12.0525,905.1809,1179.4343,26.634,338.6
The River Murray at Barrages,2018-04-07,413.601,7.5896,74.4776,14.2475,1009.0429,1370.5766,29.7954,376.4
The River Murray at Barrages,2018-04-08,372.692,7.2137,67.0793,13.3421,908.8036,1288.4686,27.0481,336.1
The River Murray at Barrages,2018-04-09,342.585,7.0108,63.15,13.6812,855.579,1253.2914,25.2623,347.7
The River Murray at Barrages,2018-04-10,331.773,6.5097,55.4072,12.1989,750.6934,1148.8489,22.4378,290.7
The River Murray at Barrages,2018-04-11,315.844,6.7371,56.2511,13.7413,762.1064,1196.036,22.5012,320.0
The River Murray at Barrages,2018-04-12,195.822,4.7536,35.0754,7.0063,475.2092,807.9214,14.853,133.4
The River Murray at Barrages,2018-04-13,736.133,20.0026,134.2126,18.6879,1818.3705,3349.0767,58.1358,1132.1
The River Murray at Barrages,2018-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The River Murray at Barrages,2018-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The River Murray at Barrages,2018-04-16,17.731,0.4516,3.014,0.7445,40.8357,78.4012,1.2453,0.0
The River Murray at Barrages,2018-04-17,1007.034,25.9143,170.3139,31.1315,2307.5047,4750.3734,69.14,1033.9
The River Murray at Barrages,2018-04-18,611.059,16.4503,110.0709,19.8121,1491.2678,3169.9204,43.5575,443.7
The River Murray at Barrages,2018-04-19,343.768,7.7997,49.2737,17.1674,667.5676,1342.1393,20.1117,268.8
The River Murray at Barrages,2018-04-20,335.855,9.0201,54.3146,18.869,735.8694,1535.6621,22.4241,290.6
The River Murray at Barrages,2018-04-21,291.634,8.1106,47.5156,17.1911,643.7703,1378.9401,19.6412,246.8
The River Murray at Barrages,2018-04-22,301.701,9.3843,52.8477,19.31,716.0007,1584.1888,22.0108,282.0
The River Murray at Barrages,2018-04-23,307.589,9.8529,53.9607,20.3981,731.0973,1660.2168,22.5238,304.7
The River Murray at Barrages,2018-04-24,269.569,8.8295,46.6517,17.7359,632.0591,1481.303,19.5983,264.7
The River Murray at Barrages,2018-04-25,253.62,8.4004,43.3564,17.2274,587.4029,1407.811,18.2267,248.4
The River Murray at Barrages,2018-04-26,256.421,8.4861,43.3537,18.6908,587.3734,1426.0843,18.1286,246.4
The River Murray at Barrages,2018-04-27,323.358,10.6643,54.3564,25.8082,736.4315,1801.6964,22.5403,329.1
The River Murray at Barrages,2018-04-28,392.686,11.6229,56.7569,26.6805,768.9719,1945.9354,23.7883,324.5
The River Murray at Barrages,2018-04-29,449.285,13.6179,63.4994,29.2334,860.3307,2255.4592,26.9483,338.3
The River Murray at Barrages,2018-04-30,394.942,14.4994,65.1695,29.7826,882.9298,2387.3667,27.8854,350.8
The River Murray at Barrages,2018-05-01,500.963,21.2687,82.2549,22.9952,1114.4109,3360.2644,37.4626,426.8
The River Murray at Barrages,2018-05-02,446.455,21.9843,83.1274,17.0783,1126.2185,3441.0369,38.5616,451.9
The River Murray at Barrages,2018-05-03,257.353,12.1713,47.3056,9.9281,640.9166,1918.2752,21.8073,247.5
The River Murray at Barrages,2018-05-04,13.212,0.5858,2.4781,0.531,33.5736,98.178,1.1043,0.0
The River Murray at Barrages,2018-05-05,101.138,3.3523,15.7081,5.6715,212.8157,578.9728,6.7006,3.2
The River Murray at Barrages,2018-05-06,147.467,4.6043,22.3406,8.6491,302.6805,802.2206,9.4285,9.4
The River Murray at Barrages,2018-05-07,122.074,4.2887,21.0972,8.2334,285.8336,744.4559,8.9002,8.9
The River Murray at Barrages,2018-05-08,250.718,9.8201,43.8974,10.6686,594.7326,1599.1296,19.603,234.0
The River Murray at Barrages,2018-05-09,260.613,9.976,44.617,9.6885,604.4971,1607.1211,20.1036,198.8
The River Murray at Barrages,2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The River Murray at Barrages,2018-05-11,36.418,1.0171,5.3502,1.9622,72.4863,177.2346,2.2456,0.0
The River Murray at Barrages,2018-05-12,143.28,3.9912,22.2911,10.0458,302.0134,708.2641,9.1355,6.3
The River Murray at Barrages,2018-05-13,176.023,4.5104,25.8588,12.0658,350.3473,803.6388,10.5347,9.4
The River Murray at Barrages,2018-05-14,575.687,13.6635,90.4031,31.4794,1224.8123,2827.98,33.9554,436.7
The River Murray at Barrages,2018-05-15,400.524,10.9414,65.0304,38.888,881.0562,1889.834,26.5592,328.8
The River Murray at Barrages,2018-05-16,426.034,11.6071,69.8794,40.612,946.7582,2003.8286,28.6175,345.8
The River Murray at Barrages,2018-05-17,631.188,12.0359,69.9154,29.4994,947.2394,2039.969,29.5747,342.2
The River Murray at Barrages,2018-05-18,517.574,13.4823,75.1532,16.0479,1018.1996,2242.1598,33.0312,369.4
The River Murray at Barrages,2018-05-19,375.715,12.3217,71.0322,16.1431,962.389,2066.6802,30.9791,377.5
The River Murray at Barrages,2018-05-20,399.218,12.7713,75.4202,16.6649,1021.8312,2147.8435,32.8824,363.0
The River Murray at Barrages,2018-05-21,383.327,9.6151,58.4202,12.8794,791.4979,1625.9916,25.3842,311.4
The River Murray at Barrages,2018-05-22,481.029,9.8475,62.0007,14.5989,840.0276,1681.5794,26.7012,328.6
The River Murray at Barrages,2018-05-23,453.701,8.7314,57.3852,15.8707,777.4875,1510.235,24.3536,267.7
The River Murray at Barrages,2018-05-24,350.67,7.7849,53.3015,16.9007,722.1507,1361.7023,22.3134,220.4
The River Murray at Barrages,2018-05-25,426.527,9.3004,65.2738,20.1687,884.3749,1630.7001,27.3736,246.8
The River Murray at Barrages,2018-05-26,552.748,10.7956,77.9637,23.9648,1056.3006,1901.8669,32.66,295.9
The River Murray at Barrages,2018-05-27,446.596,8.5922,63.9201,19.1585,866.0217,1522.9291,26.6784,255.2
The River Murray at Barrages,2018-05-28,246.579,4.7672,36.878,12.137,499.6365,853.8969,15.1745,126.9
The River Murray at Barrages,2018-05-29,12.555,0.2352,1.8335,0.3704,24.8415,41.9733,0.7658,0.0
The River Murray at Barrages,2018-05-30,76.096,1.2884,10.9378,5.3336,148.1907,236.7373,4.254,0.0
The River Murray at Barrages,2018-05-31,277.025,5.0283,42.6498,13.3251,577.839,915.8614,17.5138,203.6
The River Murray at Barrages,2018-06-01,535.765,9.5445,83.28,22.2364,1128.3348,1748.1169,34.6227,470.3
The River Murray at Barrages,2018-06-02,456.614,9.3316,80.0343,21.2384,1084.3521,1672.756,33.8674,438.8
The River Murray at Barrages,2018-06-03,451.314,8.9051,75.2009,20.8974,1018.8453,1562.9085,32.2814,416.3
The River Murray at Barrages,2018-06-04,503.574,8.4011,73.2705,41.6992,992.7032,1475.7398,30.4081,385.5
The River Murray at Barrages,2018-06-05,555.021,8.5581,77.93,69.4053,1055.8085,1513.8799,30.9574,412.0
The River Murray at Barrages,2018-06-06,624.363,10.0482,89.9591,79.0896,1218.7954,1739.7159,36.3805,464.3
The River Murray at Barrages,2018-06-07,538.086,9.0822,79.4992,67.2266,1077.0822,1533.8149,32.7841,439.9
The River Murray at Barrages,2018-06-08,425.835,7.5795,63.3836,44.2507,858.7623,1234.2365,27.2448,371.5
The River Murray at Barrages,2018-06-09,461.406,9.3325,71.9964,26.6858,975.4313,1441.0077,33.5693,424.2
The River Murray at Barrages,2018-06-10,582.972,11.4099,87.04,35.4091,1179.2593,1726.9765,41.0542,529.9
The River Murray at Barrages,2018-06-11,583.85,12.3177,92.0896,36.5348,1247.6463,1819.6649,44.4547,568.0
The River Murray at Barrages,2018-06-12,32.13,0.6515,4.8721,2.4184,66.0093,94.6323,2.2622,0.0
The River Murray at Barrages,2018-06-13,89.231,1.6723,12.8166,8.9942,173.6452,241.9819,5.683,0.0
The River Murray at Barrages,2018-06-14,60.117,1.0993,8.1841,5.3096,110.88,154.4601,3.7297,0.0
The River Murray at Barrages,2018-06-15,9.895,0.1668,1.1903,0.6348,16.1272,22.6085,0.5649,0.0
The River Murray at Barrages,2018-06-16,13.432,0.2313,1.9023,2.2816,25.7727,33.3297,0.7957,0.0
The River Murray at Barrages,2018-06-17,37.096,0.6043,4.7374,4.9859,64.1859,83.8061,2.0572,0.0
The River Murray at Barrages,2018-06-18,167.438,2.9214,22.5017,23.0612,304.8623,396.4183,9.9117,17.0
The River Murray at Barrages,2018-06-19,805.925,15.2382,112.2575,77.3485,1520.9197,2017.3687,43.0904,692.1
The River Murray at Barrages,2018-06-20,514.145,8.3629,68.4427,96.4823,927.2681,1138.3705,29.866,460.8
The River Murray at Barrages,2018-06-21,543.181,8.4938,69.0215,99.2113,935.1588,1135.563,30.3515,454.8
The River Murray at Barrages,2018-06-22,606.316,8.8181,70.7305,102.2862,958.289,1153.6048,31.5462,469.5
The River Murray at Barrages,2018-06-23,601.669,8.3465,65.9666,95.5342,893.7344,1067.2962,29.8761,439.4
The River Murray at Barrages,2018-06-24,646.642,9.0567,72.3835,111.2681,980.6695,1148.5955,32.4335,482.1
The River Murray at Barrages,2018-06-25,747.865,10.6705,82.8688,124.6048,1122.7132,1310.497,38.3248,538.6
The River Murray at Barrages,2018-06-26,572.966,10.8052,81.3978,119.0865,1102.8277,1283.7422,38.8618,498.5
The River Murray at Barrages,2018-06-27,681.811,10.6351,79.1969,117.297,1072.9944,1235.6856,38.2678,491.6
The River Murray at Barrages,2018-06-28,645.014,10.5629,77.9592,117.5035,1056.2257,1201.8508,38.0323,502.5
The River Murray at Barrages,2018-06-29,539.229,9.1978,62.045,79.8888,840.6013,976.2411,33.2126,463.8
The River Murray at Barrages,2018-06-30,394.754,7.7235,43.6633,31.9472,591.5678,730.1606,27.9757,347.7
The River Murray at Barrages,2018-07-01,551.788,12.152,68.954,56.3092,934.2316,1130.825,44.0197,606.9
The River Murray at Barrages,2018-07-02,638.338,11.1649,74.7569,94.0421,1012.8258,1123.4607,40.9196,645.8
The River Murray at Barrages,2018-07-03,612.877,9.5826,74.9046,121.4204,1014.8511,1048.7291,35.4916,650.6
The River Murray at Barrages,2018-07-04,506.942,8.1617,64.486,99.3806,873.7009,886.0953,30.6939,535.4
The River Murray at Barrages,2018-07-05,379.411,5.8391,47.6769,72.2423,645.9301,638.7373,22.2717,371.9
The River Murray at Barrages,2018-07-06,13.506,0.2519,1.7282,1.1731,23.4144,23.7871,0.9843,2.9
The River Murray at Barrages,2018-07-07,0.78,0.0129,0.0919,0.0587,1.245,1.2192,0.0511,0.0
The River Murray at Barrages,2018-07-08,62.048,0.8203,6.9255,7.4973,93.8323,86.9059,3.2873,16.5
The River Murray at Barrages,2018-07-09,393.35,5.9357,46.785,36.9509,633.8497,572.0304,24.5301,353.2
The River Murray at Barrages,2018-07-10,601.15,9.6943,76.2612,50.3844,1033.216,898.517,41.0413,655.4
The River Murray at Barrages,2018-07-11,464.486,7.9177,63.9672,38.0689,866.671,723.2718,34.283,514.9
The River Murray at Barrages,2018-07-12,636.551,9.2571,78.7266,48.419,1066.6224,854.1561,40.9203,675.9
The River Murray at Barrages,2018-07-13,994.861,14.0214,142.1068,56.5635,1925.2946,1469.3758,63.2325,1141.8
The River Murray at Barrages,2018-07-14,688.762,10.1593,93.2228,51.5994,1263.0263,925.2204,47.1133,817.0
The River Murray at Barrages,2018-07-15,633.119,8.8858,85.3744,46.1462,1156.7173,809.5462,42.246,738.1
The River Murray at Barrages,2018-07-16,473.793,5.8384,59.4616,34.1679,805.6136,541.2725,28.3331,450.3
The River Murray at Barrages,2018-07-17,110.999,1.5038,17.2015,14.0124,233.0503,155.339,7.3105,84.4
The River Murray at Barrages,2018-07-18,117.047,1.6244,18.9556,13.6622,256.8202,162.0086,8.0945,86.3
The River Murray at Barrages,2018-07-19,26.583,0.3459,4.1919,2.9446,56.7938,34.232,1.7595,11.8
The River Murray at Barrages,2018-07-20,67.872,0.5801,7.4649,6.0539,101.1392,59.9169,2.9698,25.8
The River Murray at Barrages,2018-07-21,329.75,2.4768,33.2502,27.7278,450.4851,258.0249,12.8711,176.7
The River Murray at Barrages,2018-07-22,249.704,2.9291,40.8885,34.407,553.9665,305.6913,15.504,242.3
The River Murray at Barrages,2018-07-23,2550.82,24.3935,342.1566,202.7112,4635.6678,2271.423,128.6868,3430.6
The River Murray at Barrages,2018-07-24,1456.527,14.7972,213.054,114.9202,2886.5916,1318.4129,78.944,1990.9
The River Murray at Barrages,2018-07-25,1331.146,11.4489,176.6747,146.5953,2393.6805,1170.6643,61.8916,1706.1
The River Murray at Barrages,2018-07-26,3035.823,27.5277,438.5204,346.1153,5941.2029,2739.4499,152.0315,4381.5
The River Murray at Barrages,2018-07-27,3704.245,27.3801,446.3061,248.4397,6046.7868,2357.9992,158.5333,4344.4
The River Murray at Barrages,2018-07-28,2719.906,21.7223,378.472,68.8421,5127.8138,1429.4622,143.6136,3600.3
The River Murray at Barrages,2018-07-29,698.798,5.0754,106.2705,23.0503,1439.7602,372.6093,41.1841,1006.8
The River Murray at Barrages,2018-07-30,255.708,1.8473,35.9071,22.4236,486.478,167.115,12.1572,186.5
The River Murray at Barrages,2018-07-31,209.567,1.399,28.9552,16.2826,392.2991,120.6761,9.7428,145.3
The River Murray at Barrages,2018-08-01,3328.001,25.2284,425.6549,591.4214,5766.9455,3041.1375,114.3309,4124.9
The River Murray at Barrages,2018-08-02,7399.046,62.7642,1011.4358,1513.725,13703.2514,7807.9215,265.6436,9785.8
The River Murray at Barrages,2018-08-03,4059.152,37.1758,621.3502,1007.8401,8418.3974,5192.2862,163.0289,6103.9
The River Murray at Barrages,2018-08-04,7767.864,58.6116,975.9089,1662.2131,13222.2125,8620.8185,253.7467,9801.3
The River Murray at Barrages,2018-08-05,6447.465,59.6494,939.5765,1487.0044,12729.8807,8010.3758,249.2275,9174.0
The River Murray at Barrages,2018-08-06,1079.815,10.8366,164.1143,214.1914,2223.455,1244.2519,46.2979,1648.5
The River Murray at Barrages,2018-08-07,128.46,0.9856,19.8298,9.7564,268.6656,87.3125,6.9506,74.1
The River Murray at Barrages,2018-08-08,142.79,0.9102,17.8627,9.3647,242.0106,83.2528,6.2634,69.4
The River Murray at Barrages,2018-08-09,3768.265,32.1692,438.2229,425.9608,5937.217,2932.2774,135.5703,3697.8
The River Murray at Barrages,2018-08-10,3080.824,27.8792,383.6136,375.8921,5197.3456,2631.3694,120.1715,3296.1
The River Murray at Barrages,2018-08-11,129.396,1.1946,22.4894,12.5871,304.6927,116.5466,8.0003,98.5
The River Murray at Barrages,2018-08-12,244.182,1.751,32.7758,17.9606,444.0565,172.2949,11.7719,149.3
The River Murray at Barrages,2018-08-13,3004.312,28.5983,399.8469,467.7118,5417.3367,3228.3076,123.4625,3491.1
The River Murray at Barrages,2018-08-14,5789.853,49.9183,703.002,880.6046,9524.6063,6025.8816,213.9597,6166.9
The River Murray at Barrages,2018-08-15,2323.319,20.7685,302.5477,319.177,4099.0563,2378.364,97.7238,2636.8
The River Murray at Barrages,2018-08-16,2396.013,25.0424,341.3068,259.6934,4624.1644,2302.8987,119.8806,2772.6
The River Murray at Barrages,2018-08-17,2217.772,27.7736,382.5407,275.2541,5182.8305,2562.1384,136.9976,2992.3
The River Murray at Barrages,2018-08-18,179.7,1.612,33.2763,9.7419,450.8345,160.7203,13.1315,232.0
The River Murray at Barrages,2018-08-19,180.109,1.6413,29.3534,16.0776,397.6984,179.5147,11.006,120.2
The River Murray at Barrages,2018-08-20,905.629,6.7219,134.3198,130.1636,1819.8086,1089.9721,44.6051,1179.9
The River Murray at Barrages,2018-08-21,1342.277,9.4064,189.6398,201.8479,2569.2936,1647.7407,61.0552,1728.8
The River Murray at Barrages,2018-08-22,1333.949,10.3827,208.443,225.1352,2824.0406,1856.8249,66.6734,1946.3
The River Murray at Barrages,2018-08-23,1311.886,10.607,212.1777,227.3475,2874.6906,1913.0581,67.9414,1991.8
The River Murray at Barrages,2018-08-24,1173.424,9.2854,184.9753,191.2804,2506.1295,1662.616,59.8897,1695.4
The River Murray at Barrages,2018-08-25,1243.427,10.0685,200.3027,200.3389,2713.7891,1797.319,65.4787,1805.0
The River Murray at Barrages,2018-08-26,1207.161,9.6193,190.8025,183.1106,2585.1148,1702.6099,63.1567,1680.1
The River Murray at Barrages,2018-08-27,1380.385,10.91,215.6876,212.779,2922.2152,1984.6414,70.5371,1938.6
The River Murray at Barrages,2018-08-28,1543.34,12.6306,250.1839,229.9957,3389.5753,2254.9131,83.6064,2157.1
The River Murray at Barrages,2018-08-29,1644.007,13.861,274.5386,245.6353,3719.5373,2479.9734,92.3201,2402.3
The River Murray at Barrages,2018-08-30,1495.463,12.4347,244.9795,215.2007,3319.052,2228.3838,82.7477,2182.2
The River Murray at Barrages,2018-08-31,836.993,7.5248,146.2737,93.0164,1981.7592,1167.7887,54.3067,1197.9
The River Murray at Barrages,2018-09-01,471.855,5.0921,97.276,22.5838,1317.9438,582.0511,41.8215,701.3
The River Murray at Barrages,2018-09-02,613.392,6.404,120.6744,28.6535,1634.9206,733.8505,51.7585,888.1
The River Murray at Barrages,2018-09-03,941.293,8.9082,166.1394,92.2671,2250.899,1345.5569,63.867,1344.8
The River Murray at Barrages,2018-09-04,1285.207,11.5775,213.1208,130.4923,2887.4212,1853.263,80.3463,1641.5
The River Murray at Barrages,2018-09-05,1349.577,12.5586,227.1488,133.8614,3077.4806,1999.2805,86.5693,1762.0
The River Murray at Barrages,2018-09-06,948.582,9.0162,160.1696,85.8016,2170.0574,1388.862,62.3736,1244.7
The River Murray at Barrages,2018-09-07,1045.874,9.5636,166.1322,98.2426,2250.8155,1560.6607,63.7528,1394.0
The River Murray at Barrages,2018-09-08,1019.244,10.0525,171.9409,94.5138,2329.5172,1607.1068,67.0882,1426.1
The River Murray at Barrages,2018-09-09,1048.127,10.3168,173.5335,92.6086,2351.0979,1650.7944,68.2802,1412.5
The River Murray at Barrages,2018-09-10,1083.096,11.158,184.1213,99.9793,2494.4989,1830.1576,72.5207,1554.7
The River Murray at Barrages,2018-09-11,1107.585,10.738,175.0666,83.9463,2371.8598,1682.6191,70.4658,1437.9
The River Murray at Barrages,2018-09-12,873.585,9.1028,145.6967,68.7902,1973.924,1438.7149,58.9957,1193.6
The River Murray at Barrages,2018-09-13,1055.391,10.5772,166.1001,80.3828,2250.3559,1726.9873,67.3385,1419.1
The River Murray at Barrages,2018-09-14,777.933,8.1125,125.316,55.0896,1697.8646,1281.0072,51.5785,1001.2
The River Murray at Barrages,2018-09-15,58.315,0.6546,9.9678,2.5262,135.0495,79.3963,4.2774,27.1
The River Murray at Barrages,2018-09-16,212.805,2.5645,38.1954,9.8695,517.4976,316.2628,16.3735,165.9
The River Murray at Barrages,2018-09-17,513.335,6.2458,94.6121,17.0127,1281.8724,669.8058,41.3175,668.2
The River Murray at Barrages,2018-09-18,511.592,6.4529,97.3526,14.3527,1318.9685,643.2227,42.8173,686.2
The River Murray at Barrages,2018-09-19,465.329,5.8475,86.5486,12.9156,1172.5973,587.3852,38.0569,618.1
The River Murray at Barrages,2018-09-20,587.91,7.6799,111.9776,16.5792,1517.1177,773.9539,49.3,810.7
The River Murray at Barrages,2018-09-21,673.807,8.8727,127.605,18.1107,1728.8505,884.003,56.2921,916.0
The River Murray at Barrages,2018-09-22,661.99,9.6475,137.027,18.4444,1856.5146,946.0196,60.5765,929.9
The River Murray at Barrages,2018-09-23,716.043,10.4137,145.9552,18.7957,1977.4745,1009.0233,64.6452,916.2
The River Murray at Barrages,2018-09-24,914.091,12.8555,174.8103,29.6703,2368.4316,1495.8277,77.7887,1158.1
The River Murray at Barrages,2018-09-25,983.508,14.3544,190.5395,35.1714,2581.5479,1828.5678,85.3723,1292.7
The River Murray at Barrages,2018-09-26,1020.306,15.1824,198.5414,34.3949,2689.878,1930.8076,89.4237,1407.8
The River Murray at Barrages,2018-09-27,899.99,12.8454,165.9638,25.9329,2248.533,1587.5609,75.0094,1118.6
The River Murray at Barrages,2018-09-28,748.296,10.902,140.0732,18.281,1897.7504,1226.2376,63.1966,896.7
The River Murray at Barrages,2018-09-29,700.425,10.6887,137.8927,13.7602,1868.2212,985.9329,61.6078,879.0
The River Murray at Barrages,2018-09-30,799.547,12.423,158.4233,15.0266,2146.3833,1134.9959,70.9155,1006.8
The River Murray at Barrages,2018-10-01,834.092,13.0506,164.4324,14.7936,2227.8027,1179.2709,73.723,1037.2
The River Murray at Barrages,2018-10-02,842.163,13.4001,165.1397,17.5052,2237.3799,1508.8019,75.0542,1123.5
The River Murray at Barrages,2018-10-03,745.0,11.2744,135.7947,16.4526,1839.8045,1475.1021,62.3199,991.4
The River Murray at Barrages,2018-10-04,786.465,12.553,151.6675,18.5838,2054.8627,1634.5211,69.2626,1064.1
The River Murray at Barrages,2018-10-05,979.289,14.6734,178.4783,21.6794,2418.1192,1859.6706,80.8957,1222.6
The River Murray at Barrages,2018-10-06,1005.885,14.9674,182.4298,22.312,2471.6437,1882.0966,82.1848,1234.5
The River Murray at Barrages,2018-10-07,1001.186,14.8361,180.8413,22.5118,2450.0691,1875.3171,81.0819,1219.6
The River Murray at Barrages,2018-10-08,981.519,14.756,179.4446,22.936,2431.2165,1891.9541,80.1585,1273.0
The River Murray at Barrages,2018-10-09,706.927,10.5364,127.4421,16.6384,1726.6482,1359.9162,56.6349,829.6
The River Murray at Barrages,2018-10-10,856.169,12.9771,156.0735,21.6877,2114.568,1765.0005,69.4782,1100.6
The River Murray at Barrages,2018-10-11,930.493,14.4659,175.4858,23.7913,2377.5056,1897.0446,77.3233,1215.4
The River Murray at Barrages,2018-10-12,1002.058,15.037,182.6027,25.0896,2473.9975,1976.3453,80.0366,1268.2
The River Murray at Barrages,2018-10-13,1023.388,15.0133,182.0177,25.581,2466.0585,1994.3339,79.4476,1280.7
The River Murray at Barrages,2018-10-14,1062.671,15.7817,190.9805,27.6578,2587.4968,2135.473,83.1045,1396.3
The River Murray at Barrages,2018-10-15,1031.598,15.1425,183.5246,27.3728,2486.4288,2090.5006,79.634,1471.4
The River Murray at Barrages,2018-10-16,652.062,9.5197,113.0812,18.599,1532.0407,1415.3956,49.3899,863.9
The River Murray at Barrages,2018-10-17,597.127,8.2446,93.4359,20.9649,1265.9143,1591.6821,42.8328,736.2
The River Murray at Barrages,2018-10-18,781.222,10.8911,122.7069,29.2277,1662.4684,2186.4626,56.523,1081.2
The River Murray at Barrages,2018-10-19,956.757,12.999,148.4137,34.7877,2010.7333,2558.9909,67.6332,1256.6
The River Murray at Barrages,2018-10-20,677.971,9.4337,106.9474,25.8794,1448.9234,1878.1949,48.6784,900.7
The River Murray at Barrages,2018-10-21,870.042,11.3507,128.5476,32.4138,1741.6457,2317.1063,58.5935,1153.6
